isin,per_isin_id,issuer_name,bond_amount,bond_currency,bond_USD_amount,post_icma_category,impact_metric,impact_type,impact_value,impact_unit,impact_per_million_USD,review_notes,post_source_detail,source_trail
XS3358268251,9,Svenska Handelsbanken,1000000000,EUR,1170565311.26,Bond-Wide,Annual GHG emissions reduced/avoided/sequestered,Environmental,30740.04,tCO2e,26.26085,"Trail says 'portfolio-level 170,778.00 tCO2e × bond_share 0.180000 = bond 1,000,000,000 EUR / eligible assets 5,557,000,000 EUR = 30,740.04 tCO2e'. The bond_share 0.18 would give 170,778 × 0.18 = 30,740.04, which matches. However, the actual bond/eligible ratio is 1,000,000,000/5,557,000,000 = 0.17996, which is consistent with 0.18. Math checks out but the trail conflates two different scaling methods (bond_share vs bond/eligible). No arithmetic error detected.",https://source.arctal.ai/entities/svenska-handelsbanken-ab/alloc-report__2024__unk-slug__unk-pub-date__8f99040de0d4.pdf#page=12,"StandardMetric: true | StandardUnit: true | PerMillionUSD: portfolio-level 170,778.00 tCO2e × bond_share 0.180000 = bond 1,000,000,000 EUR / eligible assets 5,557,000,000 EUR = 30,740.04 tCO2e; 30,740.04 / 1,170.6M USD = 26.26 tCO2e/$M

Extraction notes:
Portfolio total calculated as: Green Bonds EUR 3,250M (from table) + Green Covered Bonds EUR 2,307M (from guidance) = EUR 5,557M
Total GHG avoided calculated as: Green Bonds 164,313 tCO2e (from table) + Green Covered Bonds 6,465 tCO2e (from guidance) = 170,778 tCO2e
Entry type: portfolio_total - returning only the grand total row as specified
Table shows Green Bonds breakdown with total of EUR 3,250,000,000 and 164,313 tCO2e GHG avoided
Agent guidance specifies to combine with Green Covered Bonds data for complete portfolio total

Additional sources: https://source.arctal.ai/entities/svenska-handelsbanken-ab/alloc-report__2024__unk-slug__unk-pub-date__8f99040de0d4.pdf#page=14"
XS3358268251,10,Svenska Handelsbanken,1000000000,EUR,1170565311.26,Bond-Wide,Annual energy savings,Environmental,17071.92,MWh,14.584338,,https://source.arctal.ai/entities/svenska-handelsbanken-ab/alloc-report__2024__unk-slug__unk-pub-date__8f99040de0d4.pdf#page=12,"StandardMetric: true | StandardUnit: true | PerMillionUSD: portfolio-level 94,844.00 MWh × bond_share 0.180000 = bond 1,000,000,000 EUR / eligible assets 5,557,000,000 EUR = 17,071.92 MWh; 17,071.92 / 1,170.6M USD = 14.58 MWh/$M

Extraction notes:
Portfolio total calculated as: Green Bonds EUR 3,250M (from table) + Green Covered Bonds EUR 2,307M (from guidance) = EUR 5,557M
Total GHG avoided calculated as: Green Bonds 164,313 tCO2e (from table) + Green Covered Bonds 6,465 tCO2e (from guidance) = 170,778 tCO2e
Entry type: portfolio_total - returning only the grand total row as specified
Table shows Green Bonds breakdown with total of EUR 3,250,000,000 and 164,313 tCO2e GHG avoided
Agent guidance specifies to combine with Green Covered Bonds data for complete portfolio total

Additional sources: https://source.arctal.ai/entities/svenska-handelsbanken-ab/alloc-report__2024__unk-slug__unk-pub-date__8f99040de0d4.pdf#page=14"
XS3358268251,11,Svenska Handelsbanken,1000000000,EUR,1170565311.26,Bond-Wide,Annual renewable energy generation,Environmental,87945.3,MWh,75.130622,,https://source.arctal.ai/entities/svenska-handelsbanken-ab/alloc-report__2024__unk-slug__unk-pub-date__8f99040de0d4.pdf#page=12,"StandardMetric: true | StandardUnit: true | PerMillionUSD: portfolio-level 488,585.00 MWh × bond_share 0.180000 = bond 1,000,000,000 EUR / eligible assets 5,557,000,000 EUR = 87,945.30 MWh; 87,945.30 / 1,170.6M USD = 75.13 MWh/$M

Extraction notes:
Portfolio total calculated as: Green Bonds EUR 3,250M (from table) + Green Covered Bonds EUR 2,307M (from guidance) = EUR 5,557M
Total GHG avoided calculated as: Green Bonds 164,313 tCO2e (from table) + Green Covered Bonds 6,465 tCO2e (from guidance) = 170,778 tCO2e
Entry type: portfolio_total - returning only the grand total row as specified
Table shows Green Bonds breakdown with total of EUR 3,250,000,000 and 164,313 tCO2e GHG avoided
Agent guidance specifies to combine with Green Covered Bonds data for complete portfolio total

Additional sources: https://source.arctal.ai/entities/svenska-handelsbanken-ab/alloc-report__2024__unk-slug__unk-pub-date__8f99040de0d4.pdf#page=14"
XS2272847141,1,VodafoneZiggo,700000000,EUR,847847678.11,Green Buildings,Annual energy savings,Environmental,3308,MWh,3.901644,,https://source.arctal.ai/entities/vodafoneziggo/alloc-report__2021__vodafoneziggo-green-bond-progress-april-detailing-eligible__2021-04-XX__2120e8107bad.pdf#page=8,"StandardMetric: true | StandardUnit: true | PerMillionUSD: 3,308.00 MWh (from source, denom=bond, entry=category); 3,308.00 / 847.8M USD = 3.90 MWh/$M

Extraction notes:
p15: Buildings energy use decreased from 22,548 MWh (2019) to 19,240 MWh (2020) = 3,308 MWh savings. Absolute value, annual.

Additional sources: https://source.arctal.ai/entities/vodafoneziggo/alloc-report__2021__vodafoneziggo-green-bond-progress-april-detailing-eligible__2021-04-XX__2120e8107bad.pdf#page=10; https://source.arctal.ai/entities/vodafoneziggo/alloc-report__2021__vodafoneziggo-green-bond-progress-april-detailing-eligible__2021-04-XX__2120e8107bad.pdf#page=15"
XS2272847141,2,VodafoneZiggo,700000000,EUR,847847678.11,Energy Efficiency,"GHG emissions (footprint, scope 1-3)",Environmental,10724,tCO2e,12.648498,,https://source.arctal.ai/entities/vodafoneziggo/alloc-report__2021__vodafoneziggo-green-bond-progress-april-detailing-eligible__2021-04-XX__2120e8107bad.pdf#page=10,"StandardMetric: true | StandardUnit: true | PerMillionUSD: 10,724.00 tCO2e (from source, denom=bond, entry=subcategory); 10,724.00 / 847.8M USD = 12.65 tCO2e/$M

Extraction notes:
p13: Fixed Network Scope 1&2 Emissions = 10,723,966 kg CO2 (2020). Converted: 10,724 tCO2e. Absolute value, annual.

Additional sources: https://source.arctal.ai/entities/vodafoneziggo/alloc-report__2021__vodafoneziggo-green-bond-progress-april-detailing-eligible__2021-04-XX__2120e8107bad.pdf#page=13"
XS2272847141,3,VodafoneZiggo,700000000,EUR,847847678.11,Bond-Wide,Annual GHG emissions reduced/avoided/sequestered,Environmental,2000,tCO2e,2.358914,"Trail notes this is a portfolio-level cumulative value with bond_share unavailable, meaning it is not attributable to this specific bond. The per $M calculation divides by bond USD anyway, which may overstate the bond's contribution. Flagging as potentially non-attributable.",https://source.arctal.ai/entities/vodafoneziggo/alloc-report__2021__vodafoneziggo-green-bond-progress-april-detailing-eligible__2021-04-XX__2120e8107bad.pdf#page=8,"StandardMetric: true | StandardUnit: true | PerMillionUSD: portfolio-level 2,000.00 tCO2e (bond_share unavailable — not attributable to bond); 2,000.00 / 847.8M USD = 2.36 tCO2e/$M

Extraction notes:
p10,16: >2 million kg CO2 reduction (2018-2020), 16% reduction. Converted: 2,000 tCO2e. Portfolio-level cumulative value.

Additional sources: https://source.arctal.ai/entities/vodafoneziggo/alloc-report__2021__vodafoneziggo-green-bond-progress-april-detailing-eligible__2021-04-XX__2120e8107bad.pdf#page=16; https://source.arctal.ai/entities/vodafoneziggo/alloc-report__2021__vodafoneziggo-green-bond-progress-april-detailing-eligible__2021-04-XX__2120e8107bad.pdf#page=10"
XS2272847141,4,VodafoneZiggo,700000000,EUR,847847678.11,Bond-Wide,Annual energy savings,Environmental,6000,MWh,7.076743,"Trail notes this is a portfolio-level cumulative value with bond_share unavailable, meaning it is not attributable to this specific bond. The per $M calculation divides by bond USD anyway, which may overstate the bond's contribution. Flagging as potentially non-attributable.",https://source.arctal.ai/entities/vodafoneziggo/alloc-report__2021__vodafoneziggo-green-bond-progress-april-detailing-eligible__2021-04-XX__2120e8107bad.pdf#page=8,"StandardMetric: true | StandardUnit: true | PerMillionUSD: portfolio-level 6,000.00 MWh (bond_share unavailable — not attributable to bond); 6,000.00 / 847.8M USD = 7.08 MWh/$M

Extraction notes:
p10,16: >6,000 MWh energy savings (2019-2020), 2% reduction. Portfolio-level cumulative value.

Additional sources: https://source.arctal.ai/entities/vodafoneziggo/alloc-report__2021__vodafoneziggo-green-bond-progress-april-detailing-eligible__2021-04-XX__2120e8107bad.pdf#page=16; https://source.arctal.ai/entities/vodafoneziggo/alloc-report__2021__vodafoneziggo-green-bond-progress-april-detailing-eligible__2021-04-XX__2120e8107bad.pdf#page=10"
AU3CB0281046,1,Wesfarmers,650000000,AUD,492819991.81,Bond-Wide,Carbon emission intensity,Environmental,0.2,tCO2e/tonne,,,https://source.arctal.ai/entities/wesfarmers/alloc-report__2021__wesfarmers-limited-sustainability-performance-progress__2022-03-22__f72d9c13023c.pdf#page=1,"StandardMetric: true | StandardUnit: false | PerMillionUSD: 0.20 tCO2e/tonne (from source, denom=bond, entry=bond_total); 0.20 / 492.8M USD = N/A tCO2e/tonne/$M

Extraction notes:
This is a Sustainability-Linked Bond (SLB) with no allocation data - only performance targets
SPT1: Retail divisions (Bunnings, Kmart Group, Officeworks) to source 100% renewable electricity by 31 Dec 2025. 2021 performance: Bunnings 47%, Kmart 18%, Officeworks 22%
SPT2: Chemicals division Nitric Acid Ammonium Nitrate facility to limit emission intensity to 0.25 tCO2e/tonne by 31 Dec 2025. 2021 performance: 0.20 tCO2e/tonne ammonium nitrate
Document also references two other bonds: AU3CB0281053 (A$350M due 2031) and XS2399154181 (€600M due 2033) with same SPTs
Emission intensity KPI relates to ammonium nitrate production at Chemicals, Energy and Fertilisers division facility"
KR6032711E85,1,Shinhan Card Co Ltd,120000000000,KRW,87490150.31,,,,,,,,,
XS2388386810,1,Olam International,5500000000,JPY,50031560.82,,,,,,,,,
US02765ULG75,1,"American Municipal Power, Inc.",3235000,USD,3235000.0,Renewable Energy,Installed renewable energy capacity,Environmental,108.8,MW,33.632148,"Bond coverage is 0% with no allocations, yet impacts are reported for the full bond amount. The trail references total project capacity of 375.1 MW split across multiple projects (108.80 + 208.00 + 58.30 = 375.10 MW matches). Individual project values appear correct relative to each other, but attribution without any allocation is suspicious.",https://source.arctal.ai/entities/american-municipal-power/alloc-data__2024__american-municipal-power-q1-green-bond-post-issuance__2024-Q1-XX__68dbd9f13dce.pdf#page=1,"StandardMetric: true | StandardUnit: true | PerMillionUSD: 108.80 MW (from source, denom=bond, entry=project); 108.80 / 3.2M USD = 33.63 MW/$M

Extraction notes:
Entry type 'project' requested but Phoenix does not store individual project rows. Returning 3 rows representing the finest aggregated level available (subcategory). All projects are in the United States. No allocation amounts shown in table - only operational KPIs (capacity and generation). Combined Hydro represents three facilities: Cannelton, Willow Island, and Smithland. Total capacity: 375.1 MW; total generation: 381,494 MWh."
US02765ULG75,2,"American Municipal Power, Inc.",3235000,USD,3235000.0,Renewable Energy,Annual renewable energy generation,Environmental,124528,MWh,38493.972179,"Sum of generation across rows 1, 3, 5: 124,528 + 239,707 + 17,259 = 381,494 MWh, which matches the total generation stated in the trail. Individual project splits appear internally consistent, but no bond_share or allocation is applied despite 0% coverage.",https://source.arctal.ai/entities/american-municipal-power/alloc-data__2024__american-municipal-power-q1-green-bond-post-issuance__2024-Q1-XX__68dbd9f13dce.pdf#page=1,"StandardMetric: true | StandardUnit: true | PerMillionUSD: 124,528.00 MWh (from source, denom=bond, entry=project); 124,528.00 / 3.2M USD = 38,493.97 MWh/$M

Extraction notes:
Entry type 'project' requested but Phoenix does not store individual project rows. Returning 3 rows representing the finest aggregated level available (subcategory). All projects are in the United States. No allocation amounts shown in table - only operational KPIs (capacity and generation). Combined Hydro represents three facilities: Cannelton, Willow Island, and Smithland. Total capacity: 375.1 MW; total generation: 381,494 MWh."
US02765ULG75,3,"American Municipal Power, Inc.",3235000,USD,3235000.0,Renewable Energy,Installed renewable energy capacity,Environmental,208,MW,64.296754,This appears to be a separate project entry (likely Willow Island or Smithland). The sum of capacity rows (0+2+4) = 375.1 MW matches the total in the trail. No bond_share applied.; Installed renewable energy capacity: PMU 64 exceeds cap 50 MW/$M,https://source.arctal.ai/entities/american-municipal-power/alloc-data__2024__american-municipal-power-q1-green-bond-post-issuance__2024-Q1-XX__68dbd9f13dce.pdf#page=1,"StandardMetric: true | StandardUnit: true | PerMillionUSD: 208.00 MW (from source, denom=bond, entry=project); 208.00 / 3.2M USD = 64.30 MW/$M | Cap: Installed renewable energy capacity: PMU 64 exceeds cap 50 MW/$M

Extraction notes:
Entry type 'project' requested but Phoenix does not store individual project rows. Returning 3 rows representing the finest aggregated level available (subcategory). All projects are in the United States. No allocation amounts shown in table - only operational KPIs (capacity and generation). Combined Hydro represents three facilities: Cannelton, Willow Island, and Smithland. Total capacity: 375.1 MW; total generation: 381,494 MWh."
US02765ULG75,4,"American Municipal Power, Inc.",3235000,USD,3235000.0,Renewable Energy,Annual renewable energy generation,Environmental,239707,MWh,74097.990726,"Separate project generation entry. Internally consistent with trail total of 381,494 MWh. No bond_share applied.; Annual renewable energy generation: PMU 74098 exceeds cap 50000 MWh/$M",https://source.arctal.ai/entities/american-municipal-power/alloc-data__2024__american-municipal-power-q1-green-bond-post-issuance__2024-Q1-XX__68dbd9f13dce.pdf#page=1,"StandardMetric: true | StandardUnit: true | PerMillionUSD: 239,707.00 MWh (from source, denom=bond, entry=project); 239,707.00 / 3.2M USD = 74,097.99 MWh/$M | Cap: Annual renewable energy generation: PMU 74098 exceeds cap 50000 MWh/$M

Extraction notes:
Entry type 'project' requested but Phoenix does not store individual project rows. Returning 3 rows representing the finest aggregated level available (subcategory). All projects are in the United States. No allocation amounts shown in table - only operational KPIs (capacity and generation). Combined Hydro represents three facilities: Cannelton, Willow Island, and Smithland. Total capacity: 375.1 MW; total generation: 381,494 MWh."
US02765ULG75,5,"American Municipal Power, Inc.",3235000,USD,3235000.0,Renewable Energy,Installed renewable energy capacity,Environmental,58.3,MW,18.021638,Separate project capacity entry (likely Smithland). Internally consistent. No bond_share applied.,https://source.arctal.ai/entities/american-municipal-power/alloc-data__2024__american-municipal-power-q1-green-bond-post-issuance__2024-Q1-XX__68dbd9f13dce.pdf#page=1,"StandardMetric: true | StandardUnit: true | PerMillionUSD: 58.30 MW (from source, denom=bond, entry=project); 58.30 / 3.2M USD = 18.02 MW/$M

Extraction notes:
Entry type 'project' requested but Phoenix does not store individual project rows. Returning 3 rows representing the finest aggregated level available (subcategory). All projects are in the United States. No allocation amounts shown in table - only operational KPIs (capacity and generation). Combined Hydro represents three facilities: Cannelton, Willow Island, and Smithland. Total capacity: 375.1 MW; total generation: 381,494 MWh."
US02765ULG75,6,"American Municipal Power, Inc.",3235000,USD,3235000.0,Renewable Energy,Annual renewable energy generation,Environmental,17259,MWh,5335.085008,Separate project generation entry. Internally consistent with trail total. No bond_share applied.,https://source.arctal.ai/entities/american-municipal-power/alloc-data__2024__american-municipal-power-q1-green-bond-post-issuance__2024-Q1-XX__68dbd9f13dce.pdf#page=1,"StandardMetric: true | StandardUnit: true | PerMillionUSD: 17,259.00 MWh (from source, denom=bond, entry=project); 17,259.00 / 3.2M USD = 5,335.09 MWh/$M

Extraction notes:
Entry type 'project' requested but Phoenix does not store individual project rows. Returning 3 rows representing the finest aggregated level available (subcategory). All projects are in the United States. No allocation amounts shown in table - only operational KPIs (capacity and generation). Combined Hydro represents three facilities: Cannelton, Willow Island, and Smithland. Total capacity: 375.1 MW; total generation: 381,494 MWh."
